Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
Fault index 20 = interface
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index	
174.0761 -42.1008 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.0502 -42.0827 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.0244 -42.0645 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.9985 -42.0464 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.9726 -42.0283 221.219375 12.000000 180.000000 0.017672 3.000000 24.375000 25.000000	   2.0000000e+01
173.9468 -42.0102 221.219375 12.000000 180.000000 0.094758 3.000000 25.000000 25.625000	   2.0000000e+01
173.9209 -41.9920 221.219375 12.000000 180.000000 0.193702 3.000000 25.625000 26.250000	   2.0000000e+01
173.8951 -41.9739 221.219375 12.000000 180.000000 0.259792 3.000000 26.250000 26.875000	   2.0000000e+01
173.8693 -41.9557 221.219375 12.000000 180.000000 0.258883 3.000000 26.875000 27.500000	   2.0000000e+01
173.8435 -41.9376 221.219375 12.000000 127.968354 0.314254 3.000000 27.500000 28.125000	   2.0000000e+01
173.8178 -41.9194 221.219375 12.000000 97.333749 0.771499 3.000000 28.125000 28.750000	   2.0000000e+01
173.7920 -41.9012 221.219375 12.000000 90.969581 1.397211 3.000000 28.750000 29.375000	   2.0000000e+01
173.7663 -41.8831 221.219375 12.000000 90.000000 1.935083 3.000000 29.375000 30.000000	   2.0000000e+01
173.7405 -41.8649 221.219375 12.000000 90.000000 2.210179 3.000000 30.000000 30.625000	   2.0000000e+01
173.7148 -41.8467 221.219375 12.000000 90.000000 2.144703 3.000000 30.625000 31.250000	   2.0000000e+01
173.6891 -41.8285 221.219375 12.000000 90.000000 1.768299 3.000000 31.250000 31.875000	   2.0000000e+01
173.6634 -41.8103 221.219375 12.000000 90.000000 1.202253 3.000000 31.875000 32.500000	   2.0000000e+01
173.6378 -41.7921 221.219375 12.000000 90.000000 0.619631 3.000000 32.500000 33.125000	   2.0000000e+01
173.6121 -41.7739 221.219375 12.000000 90.000000 0.187880 3.000000 33.125000 33.750000	   2.0000000e+01
173.5865 -41.7557 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.5608 -41.7375 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.1291 -42.1748 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.1032 -42.1567 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.0773 -42.1386 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.0513 -42.1205 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.0254 -42.1023 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.9995 -42.0842 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.9737 -42.0661 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.9478 -42.0480 221.219375 12.000000 180.000000 0.036545 3.000000 24.375000 25.000000	   2.0000000e+01
173.9220 -42.0298 221.219375 12.000000 180.000000 0.139750 3.000000 25.000000 25.625000	   2.0000000e+01
173.8961 -42.0117 221.219375 12.000000 180.000000 0.265690 3.000000 25.625000 26.250000	   2.0000000e+01
173.8703 -41.9935 221.219375 12.000000 180.000000 0.354140 3.000000 26.250000 26.875000	   2.0000000e+01
173.8445 -41.9754 221.219375 12.000000 180.000000 0.365069 3.000000 26.875000 27.500000	   2.0000000e+01
173.8187 -41.9572 221.219375 12.000000 141.389885 0.377959 3.000000 27.500000 28.125000	   2.0000000e+01
173.7929 -41.9390 221.219375 12.000000 103.291161 0.773129 3.000000 28.125000 28.750000	   2.0000000e+01
173.7672 -41.9209 221.219375 12.000000 92.671705 1.400484 3.000000 28.750000 29.375000	   2.0000000e+01
173.7414 -41.9027 221.219375 12.000000 90.115676 1.962917 3.000000 29.375000 30.000000	   2.0000000e+01
173.7157 -41.8845 221.219375 12.000000 90.000000 2.267023 3.000000 30.000000 30.625000	   2.0000000e+01
173.6900 -41.8663 221.219375 12.000000 90.000000 2.225161 3.000000 30.625000 31.250000	   2.0000000e+01
173.6643 -41.8481 221.219375 12.000000 90.000000 1.859903 3.000000 31.250000 31.875000	   2.0000000e+01
173.6386 -41.8299 221.219375 12.000000 90.000000 1.288386 3.000000 31.875000 32.500000	   2.0000000e+01
173.6130 -41.8117 221.219375 12.000000 90.000000 0.683710 3.000000 32.500000 33.125000	   2.0000000e+01
173.5873 -41.7935 221.219375 12.000000 90.000000 0.218941 3.000000 33.125000 33.750000	   2.0000000e+01
173.5617 -41.7753 221.219375 12.000000 90.000000 0.000611 3.000000 33.750000 34.375000	   2.0000000e+01
173.5360 -41.7571 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.1043 -42.1945 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.0784 -42.1764 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.0524 -42.1583 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.0265 -42.1401 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.0006 -42.1220 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.9747 -42.1039 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.9488 -42.0858 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.9230 -42.0676 221.219375 12.000000 180.000000 0.038305 3.000000 24.375000 25.000000	   2.0000000e+01
173.8971 -42.0495 221.219375 12.000000 180.000000 0.144280 3.000000 25.000000 25.625000	   2.0000000e+01
173.8713 -42.0313 221.219375 12.000000 180.000000 0.278067 3.000000 25.625000 26.250000	   2.0000000e+01
173.8455 -42.0132 221.219375 12.000000 180.000000 0.380817 3.000000 26.250000 26.875000	   2.0000000e+01
173.8197 -41.9950 221.219375 12.000000 180.000000 0.409096 3.000000 26.875000 27.500000	   2.0000000e+01
173.7939 -41.9768 221.219375 12.000000 148.935778 0.411470 3.000000 27.500000 28.125000	   2.0000000e+01
173.7681 -41.9587 221.219375 12.000000 108.320823 0.750136 3.000000 28.125000 28.750000	   2.0000000e+01
173.7424 -41.9405 221.219375 12.000000 94.565292 1.360310 3.000000 28.750000 29.375000	   2.0000000e+01
173.7166 -41.9223 221.219375 12.000000 90.640967 1.929693 3.000000 29.375000 30.000000	   2.0000000e+01
173.6909 -41.9041 221.219375 12.000000 90.000000 2.250708 3.000000 30.000000 30.625000	   2.0000000e+01
173.6652 -41.8859 221.219375 12.000000 90.000000 2.227653 3.000000 30.625000 31.250000	   2.0000000e+01
173.6395 -41.8677 221.219375 12.000000 90.000000 1.877712 3.000000 31.250000 31.875000	   2.0000000e+01
173.6138 -41.8495 221.219375 12.000000 90.000000 1.313972 3.000000 31.875000 32.500000	   2.0000000e+01
173.5881 -41.8313 221.219375 12.000000 90.000000 0.707645 3.000000 32.500000 33.125000	   2.0000000e+01
173.5625 -41.8131 221.219375 12.000000 90.000000 0.233240 3.000000 33.125000 33.750000	   2.0000000e+01
173.5368 -41.7949 221.219375 12.000000 90.000000 0.003476 3.000000 33.750000 34.375000	   2.0000000e+01
173.5112 -41.7767 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.0795 -42.2142 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.0535 -42.1961 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.0276 -42.1779 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.0017 -42.1598 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.9757 -42.1417 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.9499 -42.1236 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.9240 -42.1054 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.8981 -42.0873 221.219375 12.000000 180.000000 0.019925 3.000000 24.375000 25.000000	   2.0000000e+01
173.8723 -42.0691 221.219375 12.000000 180.000000 0.101278 3.000000 25.000000 25.625000	   2.0000000e+01
173.8464 -42.0510 221.219375 12.000000 180.000000 0.218894 3.000000 25.625000 26.250000	   2.0000000e+01
173.8206 -42.0328 221.219375 12.000000 180.000000 0.322391 3.000000 26.250000 26.875000	   2.0000000e+01
173.7948 -42.0146 221.219375 12.000000 180.000000 0.368475 3.000000 26.875000 27.500000	   2.0000000e+01
173.7690 -41.9965 221.219375 12.000000 151.007037 0.387489 3.000000 27.500000 28.125000	   2.0000000e+01
173.7433 -41.9783 221.219375 12.000000 110.362155 0.709125 3.000000 28.125000 28.750000	   2.0000000e+01
173.7175 -41.9601 221.219375 12.000000 95.753206 1.299094 3.000000 28.750000 29.375000	   2.0000000e+01
173.6918 -41.9419 221.219375 12.000000 91.146597 1.857670 3.000000 29.375000 30.000000	   2.0000000e+01
173.6660 -41.9237 221.219375 12.000000 90.000000 2.177291 3.000000 30.000000 30.625000	   2.0000000e+01
173.6403 -41.9055 221.219375 12.000000 90.000000 2.160665 3.000000 30.625000 31.250000	   2.0000000e+01
173.6146 -41.8873 221.219375 12.000000 90.000000 1.823466 3.000000 31.250000 31.875000	   2.0000000e+01
173.5889 -41.8691 221.219375 12.000000 90.000000 1.276219 3.000000 31.875000 32.500000	   2.0000000e+01
173.5633 -41.8509 221.219375 12.000000 90.000000 0.686667 3.000000 32.500000 33.125000	   2.0000000e+01
173.5376 -41.8327 221.219375 12.000000 90.000000 0.225660 3.000000 33.125000 33.750000	   2.0000000e+01
173.5120 -41.8145 221.219375 12.000000 90.000000 0.003054 3.000000 33.750000 34.375000	   2.0000000e+01
173.4863 -41.7962 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.0546 -42.2339 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.0286 -42.2157 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.0027 -42.1976 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.9768 -42.1795 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.9509 -42.1613 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.9250 -42.1432 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.8991 -42.1251 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.8733 -42.1069 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
173.8474 -42.0888 221.219375 12.000000 180.000000 0.038023 3.000000 25.000000 25.625000	   2.0000000e+01
173.8216 -42.0706 221.219375 12.000000 180.000000 0.116714 3.000000 25.625000 26.250000	   2.0000000e+01
173.7958 -42.0524 221.219375 12.000000 180.000000 0.202509 3.000000 26.250000 26.875000	   2.0000000e+01
173.7700 -42.0343 221.219375 12.000000 180.000000 0.258262 3.000000 26.875000 27.500000	   2.0000000e+01
173.7442 -42.0161 221.219375 12.000000 145.406753 0.315694 3.000000 27.500000 28.125000	   2.0000000e+01
173.7184 -41.9979 221.219375 12.000000 107.894702 0.673912 3.000000 28.125000 28.750000	   2.0000000e+01
173.6926 -41.9797 221.219375 12.000000 95.619218 1.250410 3.000000 28.750000 29.375000	   2.0000000e+01
173.6669 -41.9615 221.219375 12.000000 91.365115 1.779923 3.000000 29.375000 30.000000	   2.0000000e+01
173.6412 -41.9433 221.219375 12.000000 90.000000 2.073411 3.000000 30.000000 30.625000	   2.0000000e+01
173.6155 -41.9251 221.219375 12.000000 90.000000 2.042779 3.000000 30.625000 31.250000	   2.0000000e+01
173.5898 -41.9069 221.219375 12.000000 90.000000 1.708336 3.000000 31.250000 31.875000	   2.0000000e+01
173.5641 -41.8887 221.219375 12.000000 90.000000 1.180682 3.000000 31.875000 32.500000	   2.0000000e+01
173.5384 -41.8705 221.219375 12.000000 90.000000 0.622881 3.000000 32.500000 33.125000	   2.0000000e+01
173.5127 -41.8522 221.219375 12.000000 90.000000 0.196869 3.000000 33.125000 33.750000	   2.0000000e+01
173.4871 -41.8340 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.4615 -41.8158 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.0297 -42.2535 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.0038 -42.2354 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.9778 -42.2173 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.9519 -42.1991 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.9260 -42.1810 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.9001 -42.1629 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.8742 -42.1447 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.8484 -42.1266 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
173.8225 -42.1084 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
173.7967 -42.0902 221.219375 12.000000 180.000000 0.028797 3.000000 25.625000 26.250000	   2.0000000e+01
173.7709 -42.0721 221.219375 12.000000 180.000000 0.078027 3.000000 26.250000 26.875000	   2.0000000e+01
173.7451 -42.0539 221.219375 12.000000 180.000000 0.126803 3.000000 26.875000 27.500000	   2.0000000e+01
173.7193 -42.0357 221.219375 12.000000 124.850373 0.262849 3.000000 27.500000 28.125000	   2.0000000e+01
173.6935 -42.0175 221.219375 12.000000 101.364179 0.697853 3.000000 28.125000 28.750000	   2.0000000e+01
173.6678 -41.9993 221.219375 12.000000 94.290412 1.258905 3.000000 28.750000 29.375000	   2.0000000e+01
173.6420 -41.9811 221.219375 12.000000 91.341847 1.735283 3.000000 29.375000 30.000000	   2.0000000e+01
173.6163 -41.9629 221.219375 12.000000 90.119788 1.970642 3.000000 30.000000 30.625000	   2.0000000e+01
173.5906 -41.9447 221.219375 12.000000 90.000000 1.898108 3.000000 30.625000 31.250000	   2.0000000e+01
173.5649 -41.9265 221.219375 12.000000 90.000000 1.549923 3.000000 31.250000 31.875000	   2.0000000e+01
173.5392 -41.9083 221.219375 12.000000 90.000000 1.039723 3.000000 31.875000 32.500000	   2.0000000e+01
173.5135 -41.8900 221.219375 12.000000 90.000000 0.524677 3.000000 32.500000 33.125000	   2.0000000e+01
173.4879 -41.8718 221.219375 12.000000 90.000000 0.152805 3.000000 33.125000 33.750000	   2.0000000e+01
173.4622 -41.8536 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.4366 -41.8353 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.0048 -42.2732 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.9789 -42.2551 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.9529 -42.2369 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.9270 -42.2188 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.9011 -42.2007 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.8752 -42.1825 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.8493 -42.1643 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.8235 -42.1462 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
173.7976 -42.1280 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
173.7718 -42.1098 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
173.7460 -42.0917 221.219375 12.000000 180.000000 0.006483 3.000000 26.250000 26.875000	   2.0000000e+01
173.7202 -42.0735 221.219375 12.000000 114.823233 0.073889 3.000000 26.875000 27.500000	   2.0000000e+01
173.6944 -42.0553 221.219375 12.000000 98.759525 0.369669 3.000000 27.500000 28.125000	   2.0000000e+01
173.6686 -42.0371 221.219375 12.000000 94.737948 0.853901 3.000000 28.125000 28.750000	   2.0000000e+01
173.6429 -42.0189 221.219375 12.000000 92.682722 1.373052 3.000000 28.750000 29.375000	   2.0000000e+01
173.6171 -42.0007 221.219375 12.000000 91.275372 1.760208 3.000000 29.375000 30.000000	   2.0000000e+01
173.5914 -41.9825 221.219375 12.000000 90.343336 1.897934 3.000000 30.000000 30.625000	   2.0000000e+01
173.5657 -41.9643 221.219375 12.000000 90.000000 1.750339 3.000000 30.625000 31.250000	   2.0000000e+01
173.5400 -41.9461 221.219375 12.000000 90.000000 1.368092 3.000000 31.250000 31.875000	   2.0000000e+01
173.5143 -41.9278 221.219375 12.000000 90.000000 0.869756 3.000000 31.875000 32.500000	   2.0000000e+01
173.4886 -41.9096 221.219375 12.000000 90.000000 0.404044 3.000000 32.500000 33.125000	   2.0000000e+01
173.4630 -41.8914 221.219375 12.000000 90.000000 0.098753 3.000000 33.125000 33.750000	   2.0000000e+01
173.4373 -41.8731 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.4117 -41.8549 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.9799 -42.2929 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.9540 -42.2747 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.9280 -42.2566 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.9021 -42.2384 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.8762 -42.2203 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.8503 -42.2021 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.8244 -42.1840 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.7986 -42.1658 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
173.7727 -42.1476 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
173.7469 -42.1295 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
173.7211 -42.1113 221.219375 12.000000 90.000000 0.074705 3.000000 26.250000 26.875000	   2.0000000e+01
173.6953 -42.0931 221.219375 12.000000 90.000000 0.306345 3.000000 26.875000 27.500000	   2.0000000e+01
173.6695 -42.0749 221.219375 12.000000 90.695898 0.708745 3.000000 27.500000 28.125000	   2.0000000e+01
173.6437 -42.0567 221.219375 12.000000 91.509590 1.194833 3.000000 28.125000 28.750000	   2.0000000e+01
173.6179 -42.0385 221.219375 12.000000 91.762846 1.626877 3.000000 28.750000 29.375000	   2.0000000e+01
173.5922 -42.0203 221.219375 12.000000 91.435610 1.877263 3.000000 29.375000 30.000000	   2.0000000e+01
173.5665 -42.0021 221.219375 12.000000 90.771618 1.873265 3.000000 30.000000 30.625000	   2.0000000e+01
173.5408 -41.9838 221.219375 12.000000 90.152636 1.616745 3.000000 30.625000 31.250000	   2.0000000e+01
173.5151 -41.9656 221.219375 12.000000 90.000000 1.180992 3.000000 31.250000 31.875000	   2.0000000e+01
173.4894 -41.9474 221.219375 12.000000 90.000000 0.689272 3.000000 31.875000 32.500000	   2.0000000e+01
173.4637 -41.9292 221.219375 12.000000 90.000000 0.277360 3.000000 32.500000 33.125000	   2.0000000e+01
173.4381 -41.9109 221.219375 12.000000 90.000000 0.044717 3.000000 33.125000 33.750000	   2.0000000e+01
173.4124 -41.8927 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.3868 -41.8744 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.9550 -42.3125 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.9290 -42.2944 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.9031 -42.2762 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.8772 -42.2581 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.8513 -42.2399 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.8254 -42.2218 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.7995 -42.2036 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.7736 -42.1854 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
173.7478 -42.1673 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
173.7220 -42.1491 221.219375 12.000000 90.000000 0.130980 3.000000 25.625000 26.250000	   2.0000000e+01
173.6961 -42.1309 221.219375 12.000000 90.000000 0.412491 3.000000 26.250000 26.875000	   2.0000000e+01
173.6703 -42.1127 221.219375 12.000000 90.000000 0.823086 3.000000 26.875000 27.500000	   2.0000000e+01
173.6446 -42.0945 221.219375 12.000000 90.000000 1.298020 3.000000 27.500000 28.125000	   2.0000000e+01
173.6188 -42.0763 221.219375 12.000000 90.808443 1.734148 3.000000 28.125000 28.750000	   2.0000000e+01
173.5930 -42.0581 221.219375 12.000000 91.655725 2.022611 3.000000 28.750000 29.375000	   2.0000000e+01
173.5673 -42.0399 221.219375 12.000000 91.902628 2.084364 3.000000 29.375000 30.000000	   2.0000000e+01
173.5415 -42.0216 221.219375 12.000000 91.464332 1.897034 3.000000 30.000000 30.625000	   2.0000000e+01
173.5158 -42.0034 221.219375 12.000000 90.611750 1.503720 3.000000 30.625000 31.250000	   2.0000000e+01
173.4901 -41.9852 221.219375 12.000000 90.000000 1.001613 3.000000 31.250000 31.875000	   2.0000000e+01
173.4645 -41.9669 221.219375 12.000000 90.000000 0.516179 3.000000 31.875000 32.500000	   2.0000000e+01
173.4388 -41.9487 221.219375 12.000000 90.000000 0.164111 3.000000 32.500000 33.125000	   2.0000000e+01
173.4131 -41.9305 221.219375 12.000000 90.000000 0.006198 3.000000 33.125000 33.750000	   2.0000000e+01
173.3875 -41.9122 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.3619 -41.8939 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.9300 -42.3322 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.9041 -42.3140 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.8782 -42.2959 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.8522 -42.2777 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.8263 -42.2596 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.8004 -42.2414 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.7746 -42.2232 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
173.7487 -42.2050 221.219375 12.000000 90.000000 0.014495 3.000000 24.375000 25.000000	   2.0000000e+01
173.7229 -42.1869 221.219375 12.000000 90.000000 0.198585 3.000000 25.000000 25.625000	   2.0000000e+01
173.6970 -42.1687 221.219375 12.000000 90.000000 0.574173 3.000000 25.625000 26.250000	   2.0000000e+01
173.6712 -42.1505 221.219375 12.000000 90.000000 1.082099 3.000000 26.250000 26.875000	   2.0000000e+01
173.6454 -42.1323 221.219375 12.000000 90.000000 1.629879 3.000000 26.875000 27.500000	   2.0000000e+01
173.6196 -42.1141 221.219375 12.000000 90.000000 2.113298 3.000000 27.500000 28.125000	   2.0000000e+01
173.5938 -42.0959 221.219375 12.000000 90.902271 2.433996 3.000000 28.125000 28.750000	   2.0000000e+01
173.5681 -42.0776 221.219375 12.000000 91.984369 2.521454 3.000000 28.750000 29.375000	   2.0000000e+01
173.5423 -42.0594 221.219375 12.000000 92.569529 2.350011 3.000000 29.375000 30.000000	   2.0000000e+01
173.5166 -42.0412 221.219375 12.000000 92.338579 1.949855 3.000000 30.000000 30.625000	   2.0000000e+01
173.4909 -42.0230 221.219375 12.000000 91.302441 1.405240 3.000000 30.625000 31.250000	   2.0000000e+01
173.4652 -42.0047 221.219375 12.000000 90.000000 0.835405 3.000000 31.250000 31.875000	   2.0000000e+01
173.4395 -41.9865 221.219375 12.000000 90.000000 0.363484 3.000000 31.875000 32.500000	   2.0000000e+01
173.4138 -41.9682 221.219375 12.000000 90.000000 0.080423 3.000000 32.500000 33.125000	   2.0000000e+01
173.3882 -41.9500 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.3625 -41.9317 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.3369 -41.9135 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.9051 -42.3518 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.8791 -42.3337 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.8532 -42.3155 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.8273 -42.2974 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.8014 -42.2792 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.7755 -42.2610 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.7496 -42.2428 221.219375 12.000000 90.000000 0.009248 3.000000 23.750000 24.375000	   2.0000000e+01
173.7237 -42.2247 221.219375 12.000000 90.000000 0.216519 3.000000 24.375000 25.000000	   2.0000000e+01
173.6979 -42.2065 221.219375 12.000000 90.000000 0.673297 3.000000 25.000000 25.625000	   2.0000000e+01
